destination_id,destination_name,district,province,category,travel_type,activities,description,semantic_text
1656,Sonama Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Mahottari's agricultural belt,Sonama Village. a rural municipality in Mahottari's agricultural belt
1657,Gaushala Municipality,Mahottari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Mahottari municipality along the East-West Highway,Gaushala Municipality. a Mahottari municipality along the East-West Highway
1658,Loharpatti Municipality,Mahottari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Mahottari trading town near Jaleshwar,Loharpatti Municipality. a Mahottari trading town near Jaleshwar
1659,Samsi Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Mahottari district,Samsi Village. a rural municipality in Mahottari district
1660,Mahottari Traditional Maithil Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a village showcasing traditional Maithil houses and customs,Mahottari Traditional Maithil Village. a village showcasing traditional Maithil houses and customs
1661,Parsapatauli Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a former VDC merged into Jaleshwar municipality,Parsapatauli Village. a former VDC merged into Jaleshwar municipality
1662,Piguna Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet within Jaleshwar municipal boundaries,Piguna Village. a farming hamlet within Jaleshwar municipal boundaries
1663,Nainhi Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural settlement within Jaleshwar municipality,Nainhi Village. a rural settlement within Jaleshwar municipality
1664,Salhesh Mandir,Siraha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","a shrine to the folk deity Salhesh, central to Siraha's regional identity","Salhesh Mandir. a shrine to the folk deity Salhesh, central to Siraha's regional identity"
1665,Siraha Bazaar,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",the district headquarters town in the Terai belt,Siraha Bazaar. the district headquarters town in the Terai belt
1666,Lahan Bazaar,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine","Siraha's largest city, home to the Sagarmatha Chaudhary Eye Hospital","Lahan Bazaar. Siraha's largest city, home to the Sagarmatha Chaudhary Eye Hospital"
1667,Rajdevi Mandir,Siraha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a devi shrine in Siraha district,Rajdevi Mandir. a devi shrine in Siraha district
1668,Pakariyagarh Fort Site,Siraha,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a historic fort site in Siraha district,Pakariyagarh Fort Site. a historic fort site in Siraha district
1669,Kamala Riverside,Siraha,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",the river forming Siraha's western boundary with Dhanusha,Kamala Riverside. the river forming Siraha's western boundary with Dhanusha
1670,Khapate Danda,Siraha,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a low ridge landmark in Siraha's landscape,Khapate Danda. a low ridge landmark in Siraha's landscape
1671,Kamal and Manki Daha,Siraha,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",twin ponds noted for local fishing and scenery,Kamal and Manki Daha. twin ponds noted for local fishing and scenery
1672,Sahalesh Garden,Siraha,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a garden famed for a tree whose flowers bloom only on New Year's Day,Sahalesh Garden. a garden famed for a tree whose flowers bloom only on New Year's Day
1673,Thadi Border Town,Siraha,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a historic Nepal-India customs and trade crossing point,Thadi Border Town. a historic Nepal-India customs and trade crossing point
1674,Fulbari Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a village known for New Year gatherings and local festivities,Fulbari Village. a village known for New Year gatherings and local festivities
1675,Patari Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement paired with Fulbari for New Year celebrations,Patari Village. a farming settlement paired with Fulbari for New Year celebrations
1676,Mango and Pineapple Farms,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",orchard belts characteristic of Siraha's agricultural economy,Mango and Pineapple Farms. orchard belts characteristic of Siraha's agricultural economy
1677,Bishnupur (Siraha) Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Siraha district,Bishnupur (Siraha) Village. a rural municipality in Siraha district
1678,Lakshmipur Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Siraha municipality along the district's market network,Lakshmipur Municipality. a Siraha municipality along the district's market network
1679,Sitapur Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Siraha's Terai plains,Sitapur Village. a rural municipality in Siraha's Terai plains
1680,Naraha Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Siraha municipality on the road to Lahan,Naraha Municipality. a Siraha municipality on the road to Lahan
1681,Golbazar Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a trading town municipality in Siraha district,Golbazar Municipality. a trading town municipality in Siraha district
1682,Mirchaiya Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Siraha municipality along the East-West Highway,Mirchaiya Municipality. a Siraha municipality along the East-West Highway
1683,Sukhipur Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a market municipality in central Siraha,Sukhipur Municipality. a market municipality in central Siraha
1684,Karjanha Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Siraha municipality in the district's plains,Karjanha Municipality. a Siraha municipality in the district's plains
1685,Bhagawanpur (Siraha) Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in Siraha district,Bhagawanpur (Siraha) Village. a farming settlement in Siraha district
1686,Arnama Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Siraha district,Arnama Village. a rural municipality in Siraha district
1687,Sarlahi Bhagwanpur Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural farming settlement in Siraha's south,Sarlahi Bhagwanpur Village. a rural farming settlement in Siraha's south
1688,Dhangadhimai Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Siraha municipality named for a local goddess,Dhangadhimai Municipality. a Siraha municipality named for a local goddess
1689,Aurahi (Siraha) Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet distinct from its Dhanusha and Mahottari namesakes,Aurahi (Siraha) Village. a farming hamlet distinct from its Dhanusha and Mahottari namesakes
1690,Bariyarpatti Municipality,Siraha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Siraha municipality along local trade routes,Bariyarpatti Municipality. a Siraha municipality along local trade routes
1691,Sagarnath Municipality,Siraha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a municipality centered on a Shiva shrine tradition,Sagarnath Municipality. a municipality centered on a Shiva shrine tradition
1692,Kalyanpur Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai farming settlement in Siraha,Kalyanpur Village. a Terai farming settlement in Siraha
1693,Naktajhij Village,Siraha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Siraha's agricultural plains,Naktajhij Village. a rural municipality in Siraha's agricultural plains
1694,Rajbiraj Bazaar,Saptari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine","the district headquarters, named for the historic 8th-century Rajdevi Temple","Rajbiraj Bazaar. the district headquarters, named for the historic 8th-century Rajdevi Temple"
1695,Rajdevi Temple,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",an 8th-century Hindu temple that gave Rajbiraj its name,Rajdevi Temple. an 8th-century Hindu temple that gave Rajbiraj its name
1696,Chhinnamasta Bhagawati Temple,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Shakti Peeth shrine near the Indian border drawing major Dashain pilgrimage crowds,Chhinnamasta Bhagawati Temple. a Shakti Peeth shrine near the Indian border drawing major Dashain pilgrimage crowds
1697,Kankalini Temple,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Durga shrine believed founded after villagers found ancient carved stones in a field,Kankalini Temple. a Durga shrine believed founded after villagers found ancient carved stones in a field
1698,Koshi Tappu Wildlife Reserve,Saptari,Madhesh,Adventure,adventure,"wildlife viewing, hiking, photography","a wetland reserve 40 minutes from Rajbiraj, home to the endangered wild buffalo Arna","Koshi Tappu Wildlife Reserve. a wetland reserve 40 minutes from Rajbiraj, home to the endangered wild buffalo Arna"
1699,Saptakoshi Bridge,Saptari,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a bridge over the Sapta Koshi River near Rajbiraj,Saptakoshi Bridge. a bridge over the Sapta Koshi River near Rajbiraj
1700,Shambhunath Temple,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","one of eastern Nepal's most popular pilgrimage temples, 12km from Rajbiraj","Shambhunath Temple. one of eastern Nepal's most popular pilgrimage temples, 12km from Rajbiraj"
1701,Kanakpatti Palace Site,Saptari,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a historic palace site north of the Shambhunath temple,Kanakpatti Palace Site. a historic palace site north of the Shambhunath temple
1702,Gokhi Pond,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a historic pond valued for its religious significance and greenery,Gokhi Pond. a historic pond valued for its religious significance and greenery
1703,Pateshwari Temple,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a revered temple drawing devotees from across the region,Pateshwari Temple. a revered temple drawing devotees from across the region
1704,Bishnupaduka Religious Site,Saptari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",an ancient temple complex with sacred sites for Hindu pilgrims,Bishnupaduka Religious Site. an ancient temple complex with sacred sites for Hindu pilgrims
1705,Koshi Barrage,Saptari,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a major dam on the Koshi River popular for sightseeing,Koshi Barrage. a major dam on the Koshi River popular for sightseeing
1706,Rajbiraj Airport Vicinity,Saptari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",the township around Saptari's oldest operating airfield,Rajbiraj Airport Vicinity. the township around Saptari's oldest operating airfield
1707,Sapta Koshi Riverbank,Saptari,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",the seven-tributary river after which Saptari district is named,Sapta Koshi Riverbank. the seven-tributary river after which Saptari district is named
1708,Dakneshwori Municipality,Saptari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Saptari municipality named for a local goddess shrine,Dakneshwori Municipality. a Saptari municipality named for a local goddess shrine
1709,Bodebarsain Municipality,Saptari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Saptari municipality in the district's plains,Bodebarsain Municipality. a Saptari municipality in the district's plains
1710,Hanumannagar Kankalini Municipality,Saptari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a municipality centered on the Kankalini temple area,Hanumannagar Kankalini Municipality. a municipality centered on the Kankalini temple area
1711,Kanchanrup Municipality,Saptari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Saptari municipality along the district's trade network,Kanchanrup Municipality. a Saptari municipality along the district's trade network
