destination_id,old_destination_id,old_destination_id,destination_name,district,province,region,category,travel_type,activities,best_season,estimated_budget_npr,average_duration_days,difficulty_level,family_friendly,latitude,longitude,average_rating,review_count,popularity_score,description
826,826,D439,Khaptad Grasslands,Bajhang,Sudurpashchim,Hill,Grassland,Nature,"Nature Walk,Photography",Apr-Nov,3000,1,Easy,Yes,29.3892,81.0368,4.8,1038,90.0,"Beautiful rolling grasslands inside the Khaptad region known for wildflowers, wildlife and breathtaking landscapes."
827,827,D440,Talkot Viewpoint,Bajhang,Sudurpashchim,Hill,Viewpoint,Nature,"Photography,Sunrise,Hiking",Oct-Apr,1800,1,Easy,Yes,29.7184,81.2458,4.5,426,78.0,Scenic hilltop viewpoint overlooking Talkot Valley and surrounding Himalayan landscapes.
828,828,D441,Bungal Forest,Bajhang,Sudurpashchim,Hill,Forest,Nature,"Nature Walk,Bird Watching",Oct-Apr,1800,1,Easy,Yes,29.7448,81.1582,4.4,312,74.0,"Dense pine and rhododendron forest suitable for hiking, birdwatching and nature photography."
829,829,D442,Surma Valley,Bajhang,Sudurpashchim,Mountain,Valley,Adventure,"Camping,Trekking,Photography",May-Oct,9000,3,Moderate,Yes,29.9986,81.1482,4.7,684,87.0,"Remote Himalayan valley featuring alpine scenery, rivers and traditional settlements."
830,830,D443,Jayaprithvi Park,Bajhang,Sudurpashchim,Hill,Park,Family,"Walking,Photography",All Year,800,1,Easy,Yes,29.6115,81.2248,4.3,358,71.0,Small public park popular among local residents for recreation and relaxation.
831,831,D444,Budhiganga Suspension Bridge,Bajhang,Sudurpashchim,Hill,Bridge,Adventure,"Walking,Photography",All Year,1200,1,Easy,Yes,29.6358,81.1984,4.5,546,79.0,Suspension bridge crossing the Budhiganga River with panoramic river and mountain views.
832,832,D445,Saipal Rural Municipality,Bajhang,Sudurpashchim,Mountain,Cultural Landscape,Cultural,"Village Tour,Hiking",May-Oct,3500,2,Moderate,Yes,30.0965,81.0856,4.5,294,77.0,Beautiful Himalayan municipality offering traditional mountain culture and spectacular scenery.
833,833,D446,Khaptad Sunrise Point,Bajhang,Sudurpashchim,Hill,Viewpoint,Nature,"Sunrise,Photography",Apr-Nov,2500,1,Easy,Yes,29.3924,81.0415,4.8,1048,91.0,Popular sunrise point inside the Khaptad region with panoramic Himalayan views.
834,834,D447,Badimalika Trail Camp,Bajura,Sudurpashchim,Mountain,Camp Site,Adventure,"Camping,Trekking",Jul-Oct,5000,2,Moderate,No,29.7482,81.4386,4.7,518,84.0,Camping location used by trekkers traveling toward the Badimalika pilgrimage route.
835,835,D448,Kolti Airport,Bajura,Sudurpashchim,Hill,Airport,Cultural,"Plane Spotting,Photography",All Year,1000,1,Easy,Yes,29.5058,81.2176,4.2,286,68.0,Small mountain airport connecting Bajura with Nepalgunj and other western districts.
836,836,D449,Himali Rural Municipality,Bajura,Sudurpashchim,Mountain,Cultural Landscape,Cultural,"Village Tour,Photography",May-Oct,3500,2,Moderate,Yes,29.8652,81.3828,4.4,258,74.0,"Remote Himalayan municipality surrounded by forests, rivers and snow-capped mountains."
837,837,D450,Gaumul Valley,Bajura,Sudurpashchim,Mountain,Valley,Adventure,"Camping,Hiking",May-Oct,6500,2,Moderate,Yes,29.8235,81.3531,4.6,346,80.0,Beautiful alpine valley with traditional villages and impressive Himalayan landscapes.
838,838,D451,Budhinanda River,Bajura,Sudurpashchim,Mountain,River,Nature,"Fishing,Photography",Oct-Apr,1800,1,Easy,Yes,29.7854,81.4016,4.5,274,76.0,Crystal-clear mountain river flowing through forests and alpine meadows.
839,839,D452,Martadi View Tower,Bajura,Sudurpashchim,Hill,Viewpoint,Nature,"Photography,Sunset",All Year,1200,1,Easy,Yes,29.5452,81.2175,4.4,388,75.0,Hilltop viewpoint overlooking Martadi Bazaar and surrounding mountain ranges.
840,840,D453,Badimalika Viewpoint,Bajura,Sudurpashchim,Mountain,Viewpoint,Trekking,"Photography,Hiking",Jul-Oct,4500,2,Moderate,Yes,29.7424,81.4318,4.8,812,90.0,Excellent viewpoint providing panoramic views of the Badimalika alpine landscape.
841,841,D454,Dogadi Village,Bajura,Sudurpashchim,Hill,Village,Cultural,"Village Walk,Photography",All Year,1500,1,Easy,Yes,29.6124,81.2658,4.3,196,69.0,Traditional hill village surrounded by terraced farms and peaceful countryside.
842,842,D455,Budhinanda Trek Route,Bajura,Sudurpashchim,Mountain,Trekking,Adventure,"Camping,Trekking",May-Oct,9500,4,Difficult,No,29.8068,81.4485,4.8,592,88.0,Popular trekking route leading through alpine forests toward Budhinanda Lake.
843,843,D456,Saipal Panorama Point,Bajhang,Sudurpashchim,Mountain,Viewpoint,Nature,"Photography,Sunrise",Apr-Nov,2800,1,Easy,Yes,30.1224,81.0762,4.7,446,85.0,Scenic location offering wide-angle views of Mount Saipal and nearby Himalayan peaks.
844,844,D457,Surma Highland,Bajhang,Sudurpashchim,Mountain,Grassland,Nature,"Camping,Hiking",May-Oct,4800,2,Moderate,Yes,30.0145,81.1665,4.6,318,81.0,High-altitude grassland surrounded by snow-capped mountains and alpine flowers.
845,845,D458,Chainpur Riverside,Bajhang,Sudurpashchim,Hill,River,Nature,"Fishing,Photography",Oct-Apr,1500,1,Easy,Yes,29.6128,81.2326,4.4,282,73.0,"Quiet riverside destination popular for photography, fishing and relaxing in nature."
846,846,D459,Bajhang Heritage Trail,Bajhang,Sudurpashchim,Hill,Historical,Cultural,"Walking,Cultural Tour",All Year,1800,1,Easy,Yes,29.6185,81.2285,4.5,365,78.0,"Cultural walking trail connecting historic settlements, temples and traditional architecture in Bajhang."
847,847,D460,Bajhang Museum,Bajhang,Sudurpashchim,Hill,Museum,Cultural,"History,Cultural Tour",All Year,700,1,Easy,Yes,29.6178,81.2269,4.3,214,70.0,"Small museum preserving artifacts, traditions and the history of Bajhang district."
848,848,D461,Seti River Canyon,Bajhang,Sudurpashchim,Hill,River,Nature,"Photography,Hiking",Oct-Apr,2200,1,Easy,Yes,29.6548,81.1845,4.6,458,82.0,"Beautiful canyon carved by the Seti River featuring cliffs, forests and scenic viewpoints."
849,849,D462,Kedarsyu Valley,Bajhang,Sudurpashchim,Hill,Valley,Nature,"Photography,Hiking",Oct-Apr,2500,2,Moderate,Yes,29.6824,81.1682,4.5,326,78.0,"Quiet mountain valley known for agricultural terraces, forests and peaceful villages."
850,850,D463,Thalara Hills,Bajhang,Sudurpashchim,Hill,Viewpoint,Nature,"Photography,Sunrise",Oct-Apr,1800,1,Easy,Yes,29.6358,81.2035,4.4,294,75.0,Rolling green hills providing panoramic sunrise and sunset views over western Nepal.
851,851,D464,Masta Temple,Bajhang,Sudurpashchim,Hill,Religious,Religious,"Temple Visit,Pilgrimage",All Year,1200,1,Easy,Yes,29.6935,81.1844,4.8,1258,89.0,Ancient temple dedicated to Masta deity and one of the most respected religious sites in Bajhang.
852,852,D465,Bitthad Forest Reserve,Bajhang,Sudurpashchim,Hill,Forest,Nature,"Nature Walk,Bird Watching",Oct-Apr,1800,1,Easy,Yes,29.6416,81.1755,4.4,302,74.0,"Protected forest rich in pine, rhododendron and native bird species."
853,853,D466,Surma Pass,Bajhang,Sudurpashchim,Mountain,Mountain Pass,Adventure,"Camping,Trekking",May-Oct,12000,4,Difficult,No,30.0258,81.1428,4.8,524,90.0,High Himalayan pass offering spectacular mountain scenery and adventurous trekking routes.
854,854,D467,Rilu Lake,Bajhang,Sudurpashchim,Mountain,Lake,Nature,"Camping,Photography",May-Oct,9000,3,Moderate,Yes,30.0412,81.1268,4.7,318,85.0,"Remote alpine lake surrounded by forests, meadows and Himalayan peaks."
855,855,D468,Saipal Foothills,Bajhang,Sudurpashchim,Mountain,Nature,Adventure,"Photography,Trekking",Apr-Nov,8500,3,Moderate,Yes,30.1085,81.0725,4.8,462,88.0,Picturesque foothills below Mount Saipal featuring alpine forests and breathtaking scenery.
856,856,D469,Bungal Valley,Bajhang,Sudurpashchim,Hill,Valley,Nature,"Village Walk,Photography",All Year,2200,1,Easy,Yes,29.7426,81.1492,4.5,316,77.0,"Beautiful valley with rivers, forests and traditional settlements."
857,857,D470,Budhinanda Wetland,Bajura,Sudurpashchim,Mountain,Wetland,Nature,"Bird Watching,Photography",May-Oct,3000,1,Easy,Yes,29.7928,81.4416,4.6,286,80.0,Seasonal alpine wetland supporting migratory birds and mountain biodiversity.
858,858,D471,Himali Viewpoint,Bajura,Sudurpashchim,Mountain,Viewpoint,Nature,"Photography,Sunrise",May-Oct,3500,1,Easy,Yes,29.8524,81.3928,4.7,362,84.0,Popular viewpoint overlooking snow-covered mountains and alpine valleys.
859,859,D472,Kolti Riverside,Bajura,Sudurpashchim,Hill,River,Nature,"Fishing,Photography",Oct-Apr,1500,1,Easy,Yes,29.5095,81.2218,4.4,264,73.0,Quiet riverside destination suitable for photography and relaxing in nature.
860,860,D473,Budhinanda Valley,Bajura,Sudurpashchim,Mountain,Valley,Adventure,"Camping,Hiking",May-Oct,7000,3,Moderate,Yes,29.7984,81.4326,4.7,458,86.0,"Beautiful Himalayan valley with forests, waterfalls and traditional villages."
861,861,D474,Khaptad Border Trail,Bajura,Sudurpashchim,Hill,Trekking,Adventure,"Camping,Trekking",Apr-Nov,8500,3,Moderate,No,29.7065,81.2368,4.7,536,87.0,Scenic trekking trail connecting Khaptad region with nearby mountain settlements.
862,862,D475,Badimalika Sunrise Point,Bajura,Sudurpashchim,Mountain,Viewpoint,Nature,"Sunrise,Photography",Jul-Oct,3000,1,Easy,Yes,29.7412,81.4362,4.9,1256,93.0,Excellent sunrise viewpoint overlooking Badimalika Temple and surrounding alpine meadows.
863,863,D476,Gaumul Highland,Bajura,Sudurpashchim,Mountain,Grassland,Nature,"Camping,Horse Riding",May-Oct,4200,2,Moderate,Yes,29.8318,81.3472,4.6,315,82.0,Beautiful grasslands with seasonal wildflowers and grazing livestock.
864,864,D477,Martadi Heritage Walk,Bajura,Sudurpashchim,Hill,Historical,Cultural,"Walking,Photography",All Year,1000,1,Easy,Yes,29.5478,81.2186,4.3,214,71.0,"Walking route showcasing local temples, traditional houses and the cultural heritage of Martadi."
865,865,D478,Budhinanda Forest,Bajura,Sudurpashchim,Mountain,Forest,Nature,"Nature Walk,Bird Watching",Oct-Apr,2200,1,Easy,Yes,29.8125,81.4185,4.5,282,77.0,"Mountain forest rich in wildlife, rhododendrons and scenic hiking trails."
866,866,D479,Saipal Panorama Trail,Bajhang,Sudurpashchim,Mountain,Trekking,Adventure,"Camping,Trekking,Photography",May-Oct,10500,4,Difficult,No,30.1188,81.0812,4.8,528,89.0,Beautiful trekking route providing continuous panoramic views of Mount Saipal and surrounding Himalayan ranges.
867,867,D480,Saipal Base Viewpoint,Bajhang,Sudurpashchim,Mountain,Viewpoint,Adventure,"Photography,Hiking",Apr-Nov,4500,2,Moderate,Yes,30.1264,81.0798,4.8,486,89.0,Excellent viewpoint overlooking the lower slopes of Mount Saipal with panoramic Himalayan scenery.
868,868,D481,Kanda Lek,Bajhang,Sudurpashchim,Mountain,Ridge,Adventure,"Camping,Trekking,Photography",May-Oct,8500,3,Moderate,No,30.0426,81.1152,4.7,328,84.0,High Himalayan ridge offering spectacular sunrise views and alpine grasslands.
869,869,D482,Chhabis Pathibhera,Bajhang,Sudurpashchim,Hill,Cultural Landscape,Cultural,"Village Tour,Hiking",All Year,1800,1,Easy,Yes,29.6812,81.1925,4.4,258,73.0,"Traditional settlement known for terraced fields, local festivals and scenic mountain landscapes."
870,870,D483,Dogadi Khola,Bajhang,Sudurpashchim,Hill,River,Nature,"Photography,Fishing",Oct-Apr,1500,1,Easy,Yes,29.6524,81.2058,4.3,214,71.0,Small mountain river flowing through forests and peaceful rural settlements.
871,871,D484,Thalara View Tower,Bajhang,Sudurpashchim,Hill,Viewpoint,Nature,"Sunrise,Photography",Oct-Apr,1500,1,Easy,Yes,29.6438,81.1825,4.5,386,79.0,Hilltop observation point providing panoramic views of western Nepal.
872,872,D485,Masta Cultural Village,Bajhang,Sudurpashchim,Hill,Village,Cultural,"Village Walk,Local Food",All Year,1600,1,Easy,Yes,29.6945,81.1814,4.5,354,77.0,"Traditional village preserving local customs, architecture and indigenous culture."
873,873,D486,Surma Highland Trail,Bajhang,Sudurpashchim,Mountain,Trekking,Adventure,"Camping,Hiking",May-Oct,9500,4,Difficult,No,30.0162,81.1564,4.8,518,90.0,Remote trekking trail through alpine forests and Himalayan meadows.
874,874,D487,Bitthad Waterfall,Bajhang,Sudurpashchim,Hill,Waterfall,Nature,"Photography,Hiking",Jun-Nov,2200,1,Easy,Yes,29.6372,81.1738,4.6,412,82.0,Beautiful seasonal waterfall surrounded by pine forests and rocky cliffs.
875,875,D488,Bungal Heritage Village,Bajhang,Sudurpashchim,Hill,Village,Cultural,"Photography,Cultural Tour",All Year,1500,1,Easy,Yes,29.7488,81.1515,4.4,286,74.0,Historic settlement preserving traditional architecture and local customs.
876,876,D489,Saipal Glacier View,Bajhang,Sudurpashchim,Mountain,Viewpoint,Adventure,"Photography,Trekking",May-Oct,12000,4,Difficult,No,30.1448,81.0632,4.9,642,92.0,Remote viewpoint offering magnificent views of glaciers surrounding Mount Saipal.
877,877,D490,Budhinanda Upper Valley,Bajura,Sudurpashchim,Mountain,Valley,Adventure,"Camping,Hiking",May-Oct,8200,3,Moderate,Yes,29.8262,81.4584,4.7,428,85.0,"Upper Himalayan valley known for pristine rivers, forests and spectacular alpine scenery."
878,878,D491,Himali Meadow,Bajura,Sudurpashchim,Mountain,Grassland,Nature,"Horse Riding,Photography",May-Oct,3500,2,Easy,Yes,29.8548,81.3762,4.6,326,81.0,Rolling alpine meadow covered with seasonal wildflowers and grazing livestock.
879,879,D492,Kolti Scenic Point,Bajura,Sudurpashchim,Hill,Viewpoint,Nature,"Photography,Sunset",All Year,1200,1,Easy,Yes,29.5084,81.2208,4.4,302,75.0,Popular viewpoint overlooking Kolti town and surrounding mountain landscapes.
880,880,D493,Budhinanda Forest Camp,Bajura,Sudurpashchim,Mountain,Camp Site,Adventure,"Camping,Bird Watching",May-Oct,4500,2,Moderate,No,29.8184,81.4326,4.6,284,80.0,Forest campsite surrounded by rhododendrons and Himalayan wildlife.
881,881,D494,Gaumul Ridge,Bajura,Sudurpashchim,Mountain,Ridge,Adventure,"Photography,Hiking",May-Oct,6500,2,Moderate,Yes,29.8362,81.3448,4.7,342,83.0,High ridge offering panoramic views of snow-capped peaks and alpine valleys.
882,882,D495,Badimalika Forest Trail,Bajura,Sudurpashchim,Mountain,Forest,Nature,"Nature Walk,Hiking",Jul-Oct,3800,2,Easy,Yes,29.7422,81.4374,4.6,512,84.0,Forest trail leading through pine and rhododendron forests toward Badimalika.
883,883,D496,Martadi Panorama Point,Bajura,Sudurpashchim,Hill,Viewpoint,Nature,Photography,All Year,1200,1,Easy,Yes,29.5485,81.2216,4.5,384,78.0,Excellent viewpoint overlooking Martadi and surrounding Himalayan foothills.
884,884,D497,Budhinanda Eco Trail,Bajura,Sudurpashchim,Mountain,Hiking Trail,Adventure,"Camping,Hiking,Photography",May-Oct,8500,3,Moderate,No,29.8082,81.4462,4.8,496,88.0,"Eco-friendly trekking route through forests, rivers and alpine landscapes."
885,885,D498,Himali Sunrise Point,Bajura,Sudurpashchim,Mountain,Viewpoint,Nature,"Sunrise,Photography",May-Oct,3200,1,Easy,Yes,29.8618,81.3828,4.8,608,89.0,Popular sunrise destination overlooking the far-western Himalayan ranges.
886,886,D499,Badimalika Heritage Trail,Bajura,Sudurpashchim,Mountain,Historical,Cultural,"Walking,Pilgrimage",Jul-Oct,5200,2,Moderate,Yes,29.7442,81.4342,4.8,716,90.0,Historic pilgrimage trail connecting traditional villages with the sacred Badimalika Temple.
887,887,D500,Api Himal Panorama,Darchula,Sudurpashchim,Mountain,Viewpoint,Adventure,"Photography,Trekking",Apr-Nov,6500,2,Moderate,Yes,30.0954,80.9312,4.9,845,92.0,"Spectacular viewpoint overlooking Mount Api, glaciers and surrounding Himalayan valleys."
888,888,D501,Tinkar Pass,Darchula,Sudurpashchim,Mountain,Mountain Pass,Adventure,"High-altitude Trekking,Camping",May-Oct,35000,9,Difficult,No,30.2438,81.0186,4.9,692,95.0,Historic Himalayan pass connecting Nepal with Tibet through remote alpine landscapes.
889,889,D502,Chameliya Hydropower View,Darchula,Sudurpashchim,Hill,Engineering Site,Cultural,"Photography,Sightseeing",All Year,1200,1,Easy,Yes,29.9325,80.6828,4.4,318,74.0,Scenic viewpoint overlooking the Chameliya Hydropower Project and river gorge.
890,890,D503,Latinath Temple,Darchula,Sudurpashchim,Hill,Religious,Religious,"Temple Visit,Pilgrimage",All Year,1000,1,Easy,Yes,29.9238,80.7148,4.7,1025,87.0,"Ancient temple dedicated to Lord Shiva, visited by devotees from far-western Nepal."
891,891,D504,Duhun Valley,Darchula,Sudurpashchim,Mountain,Valley,Nature,"Photography,Hiking",May-Oct,4500,2,Moderate,Yes,29.9648,80.7824,4.6,285,80.0,"Quiet Himalayan valley featuring rivers, forests and traditional villages."
892,892,D505,Byas Eco Trail,Darchula,Sudurpashchim,Mountain,Hiking Trail,Adventure,"Camping,Trekking",May-Oct,9500,4,Difficult,No,30.1784,80.9884,4.8,436,88.0,Eco trekking trail passing through remote Byas villages and alpine landscapes.
893,893,D506,Patan Hill View,Baitadi,Sudurpashchim,Hill,Viewpoint,Nature,"Photography,Sunrise",Oct-Apr,1500,1,Easy,Yes,29.5268,80.5418,4.5,426,79.0,Beautiful hilltop viewpoint overlooking Patan municipality and surrounding valleys.
894,894,D507,Surnaya Forest,Baitadi,Sudurpashchim,Hill,Forest,Nature,"Bird Watching,Hiking",Oct-Apr,1800,1,Easy,Yes,29.6126,80.5985,4.4,248,74.0,Community forest rich in biodiversity with peaceful walking trails.
895,895,D508,Pancheshwar Riverside,Baitadi,Sudurpashchim,Hill,River,Nature,"Photography,Fishing",Oct-Apr,2000,1,Easy,Yes,29.6745,80.3182,4.6,584,82.0,Scenic riverside destination near the sacred Pancheshwar confluence.
896,896,D509,Dilasaini Temple,Baitadi,Sudurpashchim,Hill,Religious,Religious,Temple Visit,All Year,900,1,Easy,Yes,29.5484,80.6125,4.6,518,83.0,Popular temple surrounded by forests and traditional hill settlements.
897,897,D510,Khodpe View Tower,Baitadi,Sudurpashchim,Hill,Viewpoint,Nature,"Photography,Sunrise",Oct-Apr,1800,1,Easy,Yes,29.5965,80.5648,4.7,602,85.0,One of the finest viewpoints in Baitadi offering wide Himalayan panoramas.
898,898,D511,Purchaudi Valley,Baitadi,Sudurpashchim,Hill,Valley,Cultural,"Village Tour,Photography",All Year,2200,2,Easy,Yes,29.4628,80.6342,4.4,265,74.0,Beautiful valley with traditional settlements and agricultural terraces.
899,899,D512,Dogadakedar Forest,Baitadi,Sudurpashchim,Hill,Forest,Nature,"Nature Walk,Bird Watching",Oct-Apr,1800,1,Easy,Yes,29.5862,80.4868,4.5,382,77.0,Protected hill forest famous for rhododendrons and native birdlife.
900,900,D513,Melauli Bazaar,Baitadi,Sudurpashchim,Hill,Urban,Cultural,"Shopping,Local Food",All Year,1000,1,Easy,Yes,29.5032,80.5018,4.3,436,72.0,Historic market town serving surrounding hill communities.
901,901,D514,Raulakel Meadow,Baitadi,Sudurpashchim,Hill,Grassland,Nature,"Photography,Camping",May-Oct,3200,2,Moderate,Yes,29.6088,80.5924,4.6,314,80.0,Open hill meadow offering peaceful camping and panoramic scenery.
